"code","parent"
"E05000769","E05000769"
"E05000770","E05000770"
"E05000771","E05000771"
"E05000772","E05000772"
"E05000773","E05000773"
"E05000774","E05000774"
"E05000775","E05000775"
"E05000776","E05000776"
"E05000777","E05000777"
"E05000778","E05000778"
"E05000779","E05000779"
"E05000780","E05000780"
"E05000781","E05000781"
"E05000782","E05000782"
"E05000783","E05000783"
"E05000784","E05000784"
"E05000785","E05000785"
"E05000786","E05000786"
"E05000787","E05000787"
"E05000788","E05000788"
"E05000789","E05000789"
"E05000790","E05000790"
"E05000791","E05000791"
"E05000792","E05000792"
"E05000793","E05000793"
"E05000794","E05000794"
"E05000795","E05000795"
"E05000796","E05000796"
"E05000797","E05000797"
"E05000798","E05000798"
"E05000799","E05000799"
"E05000800","E05000800"
"E05000801","E05000801"
"E05000802","E05000802"
"E05000803","E05000803"
"E05000804","E05000804"
"E05000805","E05000805"
"E05000806","E05000806"
"E05000807","E05000807"
"E05000808","E05000808"
"E05000809","E05000809"
"E05000810","E05000810"
"E05000811","E05000811"
"E05000812","E05000812"
"E05000813","E05000813"
"E05000814","E05000814"
"E05000815","E05000815"
"E05000816","E05000816"
"E05000817","E05000817"
"E05000818","E05000818"
"E05000819","E05000819"
"E05000820","E05000820"
"E05000821","E05000821"
"E05000822","E05000822"
"E05000823","E05000823"
"E05000824","E05000824"
"E05000825","E05000825"
"E05000826","E05000826"
"E05000827","E05000827"
"E05000828","E05000828"
"E05000829","E05000829"
"E05000830","E05000830"
"E05000831","E05000831"
"E05000832","E05000832"
"E05000833","E05000833"
"E05000834","E05000834"
"E05000835","E05000835"
"E05000836","E05000836"
"E05000837","E05000837"
"E05000838","E05000838"
"E05000839","E05000839"
"E05000840","E05000840"
"E05000841","E05000841"
"E05000842","E05000842"
"E05000843","E05000843"
"E05000844","E05000844"
"E05000845","E05000845"
"E05000846","E05000846"
"E05000847","E05000847"
"E05000848","E05000848"
"E05000849","E05000849"
"E05000850","E05000850"
"E05000851","E05000851"
"E05000852","E05000852"
"E05000853","E05000853"
"E05000854","E05000854"
"E05000855","E05000855"
"E05000856","E05000856"
"E05000857","E05000857"
"E05000858","E05000858"
"E05000859","E05000859"
"E05000860","E05000860"
"E05000861","E05000861"
"E05000862","E05000862"
"E05000863","E05000863"
"E05000864","E05000864"
"E05000886","E05000886"
"E05000887","E05000887"
"E05000888","E05000888"
"E05000889","E05000889"
"E05000890","E05000890"
"E05000891","E05000891"
"E05000892","E05000892"
"E05000893","E05000893"
"E05000894","E05000894"
"E05000895","E05000895"
"E05000896","E05000896"
"E05000897","E05000897"
"E05000898","E05000898"
"E05000899","E05000899"
"E05000900","E05000900"
"E05000901","E05000901"
